,ts_code,trade_date,open,open_hfq,open_qfq,high,high_hfq,high_qfq,low,low_hfq,low_qfq,close,close_hfq,close_qfq,pre_close,change,pct_chg,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,adj_factor,asi_bfq,asi_hfq,asi_qfq,asit_bfq,asit_hfq,asit_qfq,atr_bfq,atr_hfq,atr_qfq,bbi_bfq,bbi_hfq,bbi_qfq,bias1_bfq,bias1_hfq,bias1_qfq,bias2_bfq,bias2_hfq,bias2_qfq,bias3_bfq,bias3_hfq,bias3_qfq,boll_lower_bfq,boll_lower_hfq,boll_lower_qfq,boll_mid_bfq,boll_mid_hfq,boll_mid_qfq,boll_upper_bfq,boll_upper_hfq,boll_upper_qfq,brar_ar_bfq,brar_ar_hfq,brar_ar_qfq,brar_br_bfq,brar_br_hfq,brar_br_qfq,cci_bfq,cci_hfq,cci_qfq,cr_bfq,cr_hfq,cr_qfq,dfma_dif_bfq,dfma_dif_hfq,dfma_dif_qfq,dfma_difma_bfq,dfma_difma_hfq,dfma_difma_qfq,dmi_adx_bfq,dmi_adx_hfq,dmi_adx_qfq,dmi_adxr_bfq,dmi_adxr_hfq,dmi_adxr_qfq,dmi_mdi_bfq,dmi_mdi_hfq,dmi_mdi_qfq,dmi_pdi_bfq,dmi_pdi_hfq,dmi_pdi_qfq,downdays,updays,dpo_bfq,dpo_hfq,dpo_qfq,madpo_bfq,madpo_hfq,madpo_qfq,ema_bfq_10,ema_bfq_20,ema_bfq_250,ema_bfq_30,ema_bfq_5,ema_bfq_60,ema_bfq_90,ema_hfq_10,ema_hfq_20,ema_hfq_250,ema_hfq_30,ema_hfq_5,ema_hfq_60,ema_hfq_90,ema_qfq_10,ema_qfq_20,ema_qfq_250,ema_qfq_30,ema_qfq_5,ema_qfq_60,ema_qfq_90,emv_bfq,emv_hfq,emv_qfq,maemv_bfq,maemv_hfq,maemv_qfq,expma_12_bfq,expma_12_hfq,expma_12_qfq,expma_50_bfq,expma_50_hfq,expma_50_qfq,kdj_bfq,kdj_hfq,kdj_qfq,kdj_d_bfq,kdj_d_hfq,kdj_d_qfq,kdj_k_bfq,kdj_k_hfq,kdj_k_qfq,ktn_down_bfq,ktn_down_hfq,ktn_down_qfq,ktn_mid_bfq,ktn_mid_hfq,ktn_mid_qfq,ktn_upper_bfq,ktn_upper_hfq,ktn_upper_qfq,lowdays,topdays,ma_bfq_10,ma_bfq_20,ma_bfq_250,ma_bfq_30,ma_bfq_5,ma_bfq_60,ma_bfq_90,ma_hfq_10,ma_hfq_20,ma_hfq_250,ma_hfq_30,ma_hfq_5,ma_hfq_60,ma_hfq_90,ma_qfq_10,ma_qfq_20,ma_qfq_250,ma_qfq_30,ma_qfq_5,ma_qfq_60,ma_qfq_90,macd_bfq,macd_hfq,macd_qfq,macd_dea_bfq,macd_dea_hfq,macd_dea_qfq,macd_dif_bfq,macd_dif_hfq,macd_dif_qfq,mass_bfq,mass_hfq,mass_qfq,ma_mass_bfq,ma_mass_hfq,ma_mass_qfq,mfi_bfq,mfi_hfq,mfi_qfq,mtm_bfq,mtm_hfq,mtm_qfq,mtmma_bfq,mtmma_hfq,mtmma_qfq,obv_bfq,obv_hfq,obv_qfq,psy_bfq,psy_hfq,psy_qfq,psyma_bfq,psyma_hfq,psyma_qfq,roc_bfq,roc_hfq,roc_qfq,maroc_bfq,maroc_hfq,maroc_qfq,rsi_bfq_12,rsi_bfq_24,rsi_bfq_6,rsi_hfq_12,rsi_hfq_24,rsi_hfq_6,rsi_qfq_12,rsi_qfq_24,rsi_qfq_6,taq_down_bfq,taq_down_hfq,taq_down_qfq,taq_mid_bfq,taq_mid_hfq,taq_mid_qfq,taq_up_bfq,taq_up_hfq,taq_up_qfq,trix_bfq,trix_hfq,trix_qfq,trma_bfq,trma_hfq,trma_qfq,vr_bfq,vr_hfq,vr_qfq,wr_bfq,wr_hfq,wr_qfq,wr1_bfq,wr1_hfq,wr1_qfq,xsii_td1_bfq,xsii_td1_hfq,xsii_td1_qfq,xsii_td2_bfq,xsii_td2_hfq,xsii_td2_qfq,xsii_td3_bfq,xsii_td3_hfq,xsii_td3_qfq,xsii_td4_bfq,xsii_td4_hfq,xsii_td4_qfq
0,600000.SH,20251216,11.67,193.64615,11.67,11.72,194.47582,11.72,11.42,189.49777,11.42,11.55,191.65493,11.55,11.66,-0.11,-0.9434,867334.17,1000970.37,0.2604,0.6974,0.88,8.5,7.8743,0.5303,2.2529,2.2212,2.4493,3.226,3330583.83,3330583.83,1243640.0717,38468243.2365,38468243.2365,16.5935,-5.507,-91.38048,-5.507,-9.64115,-159.98046,-9.64115,0.225,3.73354,0.225,11.49542,190.7492,11.49542,0.639,0.639,0.639,1.131,1.131,1.131,0.562,0.562,0.562,11.208,185.981,11.208,11.478,190.452,11.478,11.747,194.923,11.747,110.21898,110.21898,110.21898,88.85246,88.85246,88.85246,77.23577,77.23577,77.23577,112.86822,112.86822,112.86822,-0.4906,-8.14077,-0.4906,-0.55082,-9.14003,-0.55082,29.37302,29.37302,29.37302,25.08181,25.08181,25.08181,24.44444,24.44444,24.44444,17.77778,17.77778,17.77778,1.0,0.0,-0.0425,-0.70522,-0.0425,-0.12192,-2.02302,-0.12192,11.48421,11.52283,11.66533,11.63131,11.52748,11.98267,12.1617,190.5632,191.2038,190.98449,192.99781,191.28129,198.64102,201.21451,11.48421,11.52281,11.5096,11.63093,11.52748,11.97101,12.1261,-0.13071,-0.13071,-0.13071,-0.19543,-0.19543,-0.19543,11.4823,190.53149,11.4823,11.87996,197.03185,11.87404,91.51143,91.51143,91.51143,56.56275,56.56275,56.56275,68.21231,68.21231,68.21231,11.09069,184.03316,11.09068,11.51269,191.03562,11.51268,11.93469,198.03808,11.93468,2.0,0.0,11.406,11.4775,11.78012,11.53033,11.508,12.00767,12.60567,189.26546,190.4519,192.29616,191.32859,190.958,199.24922,209.17213,11.406,11.4775,11.58864,11.53033,11.508,12.00767,12.60567,0.12,1.982,0.119,-0.161,-2.669,-0.161,-0.101,-1.678,-0.101,23.30571,23.30571,23.30571,22.98541,22.98541,22.98541,53.81579,56.33401,53.81579,0.07,1.16155,0.07,-0.06333,-1.05092,-0.06333,31389.86003,33696.80367,33696.80367,50.0,50.0,50.0,47.222,47.222,47.222,0.60976,0.60976,0.60976,-0.54704,-0.54704,-0.54704,49.956,44.761,56.783,49.958,44.831,56.783,49.958,44.831,56.783,11.14,184.85159,11.14,11.475,190.41041,11.475,11.81,195.96924,11.81,-0.14689,-0.14688,-0.14688,-0.2743,-0.27429,-0.27429,120.24548,120.24548,120.24548,32.787,32.787,32.787,32.787,32.787,32.787,11.70807,194.27786,11.70807,11.24893,186.65912,11.24893,12.79794,212.17572,12.78668,11.12344,184.41441,11.11365
1,600000.SH,20251215,11.59,192.31867,11.59,11.75,194.97363,11.75,11.5,190.82525,11.5,11.66,193.48021,11.66,11.61,0.05,0.4307,1115081.5,1302167.03,0.3348,0.8966,1.18,8.5809,7.9493,0.5353,2.2744,2.2423,2.4262,3.1955,3330583.83,3330583.83,1243640.0717,38834607.4578,38834607.4578,16.5935,-3.67357,-60.95746,-3.67357,-13.30978,-220.85576,-13.30978,0.22,3.65057,0.22,11.47688,190.44153,11.47688,1.834,1.834,1.834,2.146,2.146,2.146,1.472,1.472,1.472,11.205,185.929,11.205,11.472,190.369,11.472,11.74,194.809,11.74,123.32016,123.32016,123.32016,94.82759,94.82759,94.82759,122.42926,122.42926,122.42926,109.50156,109.50156,109.50156,-0.5108,-8.47596,-0.5108,-0.55966,-9.28672,-0.55966,27.3475,27.3475,27.3475,24.26353,24.26353,24.26353,22.47557,22.47557,22.47557,19.21824,19.21824,19.21824,0.0,3.0,0.059,0.97902,0.059,-0.15842,-2.62869,-0.15842,11.46959,11.51996,11.66626,11.63692,11.51622,11.99733,12.17545,190.32059,191.15631,190.97911,193.09042,191.09447,198.87784,201.42934,11.46959,11.51995,11.50927,11.63651,11.51622,11.98529,12.13905,-0.0736,-0.0736,-0.0736,-0.20865,-0.20865,-0.20865,11.46999,190.32723,11.46999,11.89343,197.25132,11.88726,104.65978,104.65978,104.65978,50.73797,50.73797,50.73797,68.7119,68.7119,68.7119,11.11536,184.44249,11.11535,11.50736,190.94714,11.50735,11.89936,197.45179,11.89935,0.0,16.0,11.396,11.4725,11.77248,11.53267,11.462,12.039,12.62322,189.09953,190.36893,192.15056,191.3673,190.1947,199.76915,209.46344,11.396,11.4725,11.57987,11.53267,11.462,12.039,12.62322,0.119,1.98,0.119,-0.176,-2.916,-0.176,-0.116,-1.926,-0.116,22.94328,22.94328,22.94328,22.96039,22.96039,22.96039,55.09729,57.73981,55.09729,0.04,0.66374,0.04,-0.12667,-2.10184,-0.12667,31476.59345,33783.53709,33783.53709,50.0,50.0,50.0,47.222,47.222,47.222,0.34423,0.34423,0.34423,-1.09026,-1.09026,-1.09026,54.726,46.501,69.593,54.728,46.577,69.593,54.728,46.577,69.593,11.14,184.85159,11.14,11.475,190.41041,11.475,11.81,195.96924,11.81,-0.1714,-0.1714,-0.1714,-0.28776,-0.28775,-0.28775,119.79437,119.79437,119.79437,14.754,14.754,14.754,14.754,14.754,14.754,11.66421,193.55007,11.66421,11.20679,185.95987,11.20679,12.80112,212.22716,12.78978,11.12621,184.45912,11.11635
2,600000.SH,20251212,11.41,189.33184,11.41,11.61,192.65054,11.61,11.35,188.33623,11.35,11.61,192.65054,11.61,11.44,0.17,1.486,1453726.58,1672795.4,0.4365,1.1689,1.9,8.5441,7.9152,0.533,2.2646,2.2327,2.4366,3.2093,3330583.83,3330583.83,1243640.0717,38668078.2663,38668078.2663,16.5935,-5.60916,-93.07566,-5.60916,-17.16384,-284.80815,-17.16384,0.2225,3.69205,0.2225,11.42408,189.56553,11.42408,1.991,1.991,1.991,1.738,1.738,1.738,1.033,1.033,1.033,11.201,185.871,11.201,11.458,190.128,11.458,11.715,194.386,11.715,123.29317,123.29317,123.29317,94.40559,94.40559,94.40559,62.33766,62.33766,62.33766,86.9863,86.9863,86.9863,-0.5346,-8.87089,-0.5346,-0.57044,-9.4656,-0.57044,29.86805,29.86805,29.86805,23.79234,23.79234,23.79234,24.25249,24.25249,24.25249,14.95017,14.95017,14.95017,0.0,2.0,0.0155,0.2572,0.0155,-0.2455,-4.0737,-0.2455,11.42727,11.50522,11.66631,11.63533,11.44434,12.00877,12.18703,189.61845,190.91169,190.95902,193.06354,189.9016,199.06081,201.60797,11.42727,11.50521,11.50806,11.63489,11.44434,11.99631,12.14982,-0.1703,-0.1703,-0.1703,-0.22931,-0.22931,-0.22931,11.43544,189.75396,11.43544,11.90296,197.40524,11.89654,97.83272,97.83272,97.83272,41.751,41.751,41.751,60.4449,60.4449,60.4449,11.11575,184.44891,11.11573,11.49375,190.72126,11.49373,11.87175,196.9936,11.87173,0.0,10.0,11.384,11.458,11.76484,11.52433,11.408,12.07133,12.63722,188.9004,190.12832,192.00474,191.22903,189.29865,200.30567,209.69575,11.384,11.458,11.57108,11.52433,11.408,12.07133,12.63722,0.092,1.525,0.092,-0.191,-3.164,-0.191,-0.145,-2.401,-0.145,22.75549,22.75549,22.75549,22.99036,22.99036,22.99036,52.64882,55.31858,52.64882,0.13,2.15716,0.13,-0.18333,-3.04214,-0.18333,31365.0853,33672.02894,33672.02894,50.0,50.0,50.0,47.222,47.222,47.222,1.1324,1.1324,1.1324,-1.58016,-1.58016,-1.58016,52.85,45.579,66.752,52.852,45.655,66.752,52.852,45.655,66.752,11.14,184.85159,11.14,11.475,190.41041,11.475,11.81,195.96924,11.81,-0.19644,-0.19644,-0.19644,-0.30004,-0.30003,-0.30003,118.018,118.018,118.018,0.0,0.0,0.0,0.0,0.0,0.0,11.60658,192.59379,11.60658,11.15142,185.04109,11.15142,12.80601,212.30542,12.79449,11.13045,184.52714,11.12045
3,600000.SH,20251211,11.3,187.50655,11.3,11.45,189.99558,11.45,11.22,186.17907,11.22,11.44,189.82964,11.44,11.28,0.16,1.4184,1075867.43,1222579.77,0.323,0.8651,1.68,8.419,7.7993,0.5252,2.2315,2.2,2.4729,3.257,3330583.83,3330583.83,1243640.0717,38101879.0152,38101879.0152,16.5935,-8.84161,-146.71333,-8.84161,-20.87417,-346.37554,-20.87417,0.2175,3.60909,0.2175,11.38233,188.87275,11.38233,1.03,1.03,1.03,0.344,0.344,0.344,-0.475,-0.475,-0.475,11.201,185.859,11.201,11.458,190.137,11.458,11.716,194.414,11.716,108.71212,108.71212,108.71212,83.22368,83.22368,83.22368,-31.35593,-31.35593,-31.35593,82.87671,82.87671,82.87671,-0.564,-9.35873,-0.564,-0.58466,-9.70156,-0.58466,32.13215,32.13215,32.13215,22.54828,22.54828,22.54828,25.42955,25.42955,25.42955,9.96564,9.96564,9.96564,0.0,1.0,-0.155,-2.57199,-0.155,-0.33917,-5.62796,-0.33917,11.38667,11.4942,11.66676,11.63708,11.3615,12.02229,12.2,188.94466,190.72865,190.94543,193.09202,188.52713,199.2781,201.80926,11.38667,11.49418,11.50724,11.63661,11.3615,12.00941,12.16195,-0.25133,-0.25133,-0.25133,-0.23625,-0.23625,-0.23625,11.4037,189.22731,11.4037,11.91492,197.59931,11.90824,57.19398,57.19398,57.19398,32.40404,32.40404,32.40404,40.66736,40.66736,40.66736,11.11663,184.46359,11.11662,11.49063,190.66955,11.49062,11.86463,196.87552,11.86462,0.0,6.0,11.371,11.4585,11.757,11.52033,11.338,12.11317,12.65056,188.68469,190.13662,191.85579,191.16265,188.1371,200.99983,209.91699,11.371,11.4585,11.56211,11.52033,11.338,12.11317,12.65056,0.056,0.932,0.056,-0.202,-3.354,-0.202,-0.174,-2.888,-0.174,22.81219,22.81219,22.81219,23.04824,23.04824,23.04824,40.6301,42.80073,40.6301,-0.17,-2.8209,-0.17,-0.23833,-3.95478,-0.23833,31219.71264,33526.65628,33526.65628,41.667,41.667,41.667,47.222,47.222,47.222,-1.46425,-1.46425,-1.46425,-2.06001,-2.06001,-2.06001,45.859,42.344,54.781,45.861,42.416,54.781,45.861,42.416,54.781,11.14,184.85159,11.14,11.475,190.41041,11.475,11.81,195.96924,11.81,-0.21512,-0.21511,-0.21511,-0.31105,-0.31103,-0.31103,92.53672,92.53672,92.53672,46.429,46.429,46.429,3.226,3.226,3.226,11.54538,191.57826,11.54538,11.09262,184.06539,11.09262,12.80894,212.35263,12.79734,11.133,184.56817,11.12292
4,600000.SH,20251210,11.32,187.83842,11.32,11.33,188.00436,11.33,11.14,184.85159,11.14,11.28,187.17468,11.28,11.32,-0.04,-0.3534,708314.11,794675.03,0.2127,0.5695,1.12,8.3013,7.6902,0.5179,2.2003,2.1692,2.5079,3.3032,3330583.83,3330583.83,1243640.0717,37568985.6024,37568985.6024,16.5935,-5.72257,-94.95745,-5.72257,-24.29116,-403.07534,-24.29116,0.2165,3.59249,0.2165,11.37863,188.81121,11.37863,-0.177,-0.177,-0.177,-1.183,-1.183,-1.183,-1.959,-1.959,-1.959,11.197,185.805,11.197,11.47,190.319,11.47,11.742,194.834,11.742,116.03053,116.03053,116.03053,89.40397,89.40397,89.40397,-106.3172,-106.3172,-106.3172,68.6398,68.6398,68.6398,-0.5616,-9.31891,-0.5616,-0.59982,-9.95311,-0.59982,28.88286,28.88286,28.88286,19.45395,19.45395,19.45395,25.34247,25.34247,25.34247,5.82192,5.82192,5.82192,2.0,0.0,-0.316,-5.24355,-0.316,-0.40667,-6.74802,-0.40667,11.37482,11.4999,11.66858,11.65067,11.32226,12.04202,12.21708,188.74799,190.82329,190.95439,193.31701,187.87587,199.59839,202.07846,11.37482,11.49988,11.50778,11.65016,11.32226,12.02871,12.17817,-0.3184,-0.3184,-0.3184,-0.22758,-0.22758,-0.22758,11.3971,189.11779,11.3971,11.9343,197.91644,11.92735,24.18561,24.18561,24.18561,28.27239,28.27239,28.27239,26.91013,26.91013,26.91013,11.08133,183.87778,11.08131,11.50333,190.88023,11.50331,11.92533,197.88269,11.92531,2.0,0.0,11.389,11.4695,11.7492,11.527,11.3,12.15533,12.66656,188.98337,190.31915,191.70782,191.27327,187.50655,201.69952,210.18249,11.389,11.4695,11.55319,11.527,11.3,12.15533,12.66656,0.035,0.581,0.035,-0.209,-3.471,-0.209,-0.192,-3.181,-0.192,22.95808,22.95808,22.95808,23.09671,23.09671,23.09671,30.06234,31.67761,30.06234,-0.25,-4.14838,-0.25,-0.22167,-3.67823,-0.22167,31112.1259,33419.06954,33419.06954,41.667,41.667,41.667,50.0,50.0,50.0,-2.16826,-2.16826,-2.16826,-1.91858,-1.91858,-1.91858,37.917,39.077,36.985,37.919,39.145,36.985,37.919,39.145,36.985,11.14,184.85159,11.14,11.475,190.41041,11.475,11.81,195.96924,11.81,-0.22518,-0.22518,-0.22518,-0.32131,-0.32129,-0.32129,97.23254,97.23254,97.23254,78.125,78.125,78.125,61.111,61.111,61.111,11.51631,191.09589,11.51631,11.06469,183.60193,11.06469,12.81248,212.4102,12.80081,11.13608,184.61822,11.12594
5,600000.SH,20251209,11.41,189.33184,11.41,11.43,189.66371,11.43,11.31,187.67249,11.31,11.32,187.83842,11.32,11.39,-0.07,-0.6146,585859.3,664542.01,0.1759,0.4711,0.95,8.3307,7.7175,0.5197,2.2081,2.1769,2.4991,3.2915,3330583.83,3330583.83,1243640.0717,37702208.9556,37702208.9556,16.5935,-0.6235,-10.34602,-0.6235,-28.04995,-465.44685,-28.04995,0.22,3.65057,0.22,11.39425,189.07049,11.39425,-0.074,-0.074,-0.074,-1.013,-1.013,-1.013,-1.747,-1.747,-1.747,11.217,186.134,11.217,11.49,190.651,11.49,11.762,195.168,11.762,131.45161,131.45161,131.45161,100.69204,100.69204,100.69204,-68.03791,-68.03791,-68.03791,84.83607,84.83607,84.83607,-0.565,-9.37533,-0.565,-0.61952,-10.28001,-0.61952,22.6761,22.6761,22.6761,16.71761,16.71761,16.71761,18.68852,18.68852,18.68852,11.80328,11.80328,11.80328,1.0,0.0,-0.2925,-4.8536,-0.2925,-0.43458,-7.21126,-0.43458,11.39589,11.52305,11.6717,11.67623,11.34339,12.06786,12.23813,189.09762,191.20735,190.98475,193.74062,188.22647,200.01953,202.41338,11.39589,11.52303,11.50961,11.67569,11.34339,12.05409,12.19835,-0.12772,-0.12772,-0.12772,-0.21225,-0.21225,-0.21225,11.41839,189.47109,11.41839,11.96101,198.35488,11.95377,25.68853,25.68853,25.68853,28.95352,28.95352,28.95352,27.86519,27.86519,27.86519,11.102,184.22068,11.10198,11.53,191.32269,11.52998,11.958,198.42471,11.95798,1.0,0.0,11.409,11.4895,11.74192,11.54467,11.304,12.201,12.68333,189.31524,190.65102,191.56854,191.56643,187.57292,202.45729,210.46089,11.409,11.4895,11.54479,11.54467,11.304,12.201,12.68333,0.037,0.613,0.037,-0.214,-3.544,-0.214,-0.195,-3.237,-0.195,23.13771,23.13771,23.13771,23.11981,23.11981,23.11981,40.04095,42.08631,40.04095,-0.2,-3.3187,-0.2,-0.20833,-3.45698,-0.20833,31182.95731,33489.90095,33489.90095,50.0,50.0,50.0,52.778,52.778,52.778,-1.73611,-1.73611,-1.73611,-1.80104,-1.80104,-1.80104,39.236,39.615,40.288,39.238,39.685,40.288,39.238,39.685,40.288,11.14,184.85159,11.14,11.53,191.32306,11.53,11.92,197.79452,11.92,-0.23007,-0.23007,-0.23007,-0.33108,-0.33105,-0.33105,115.90049,115.90049,115.90049,71.875,71.875,71.875,59.091,59.091,59.091,11.53518,191.40901,11.53518,11.08282,183.90277,11.08282,12.82647,212.6387,12.81458,11.14824,184.81681,11.1379
6,600000.SH,20251208,11.26,186.84281,11.26,11.43,189.66371,11.43,11.23,186.34501,11.23,11.39,188.99997,11.39,11.26,0.13,1.1545,894183.86,1017232.43,0.2685,0.719,1.56,8.3822,7.7652,0.5229,2.2217,2.1904,2.4837,3.2713,3330583.83,3330583.83,1243640.0717,37935349.8237,37935349.8237,16.5935,-4.75427,-78.89001,-4.75427,-32.50095,-539.30456,-32.50095,0.2205,3.65887,0.2205,11.40613,189.26754,11.40613,0.22,0.22,0.22,-0.546,-0.546,-0.546,-1.332,-1.332,-1.332,11.236,186.438,11.236,11.507,190.941,11.507,11.778,195.444,11.778,135.6,135.6,135.6,103.07167,103.07167,103.07167,-84.34477,-84.34477,-84.34477,80.8,80.8,80.8,-0.5604,-9.299,-0.5604,-0.64196,-10.65236,-0.64196,20.79059,20.79059,20.79059,17.31933,17.31933,17.31933,18.09524,18.09524,18.09524,16.8254,16.8254,16.8254,0.0,2.0,-0.2615,-4.3392,-0.2615,-0.46425,-7.70353,-0.46425,11.41275,11.54442,11.67453,11.7008,11.35508,12.09321,12.25877,189.37744,191.56198,191.01002,194.14767,188.4205,200.43245,202.74091,11.41275,11.5444,11.51114,11.70022,11.35508,12.07897,12.21809,-0.02924,-0.02924,-0.02924,-0.21722,-0.21722,-0.21722,11.43628,189.76794,11.43628,11.98717,198.78412,11.97964,24.21049,24.21049,24.21049,29.49768,29.49768,29.49768,27.73528,27.73528,27.73528,11.10659,184.29691,11.10657,11.54859,191.63124,11.54857,11.99059,198.96556,11.99057,0.0,3.0,11.438,11.507,11.7344,11.58033,11.33,12.23867,12.70289,189.79645,190.9414,191.42531,192.15826,188.00436,203.08232,210.78539,11.438,11.507,11.53616,11.58033,11.33,12.23867,12.70289,0.035,0.58,0.035,-0.218,-3.62,-0.218,-0.201,-3.33,-0.201,23.15562,23.15562,23.15562,23.09099,23.09099,23.09099,42.03804,44.11036,42.03804,-0.31,-5.14399,-0.31,-0.195,-3.23573,-0.195,31241.54324,33548.48688,33548.48688,50.0,50.0,50.0,54.167,54.167,54.167,-2.64957,-2.64957,-2.64957,-1.68321,-1.68321,-1.68321,41.554,40.551,46.321,41.557,40.625,46.321,41.557,40.625,46.321,11.14,184.85159,11.14,11.53,191.32306,11.53,11.92,197.79452,11.92,-0.23547,-0.23546,-0.23546,-0.34035,-0.34032,-0.34032,109.40775,109.40775,109.40775,60.937,60.937,60.937,43.182,43.182,43.182,11.56221,191.85753,11.56221,11.10879,184.33371,11.10879,12.83556,212.7871,12.82352,11.15615,184.9458,11.14568
7,600000.SH,20251205,11.23,186.34501,11.23,11.32,187.83842,11.32,11.14,184.85159,11.14,11.26,186.84281,11.26,11.25,0.01,0.0889,567707.1,637399.48,0.1705,0.4565,0.92,8.2865,7.6766,0.517,2.1964,2.1654,2.5124,3.3091,3330583.83,3330583.83,1243640.0717,37502373.9258,37502373.9258,16.5935,-11.0051,-182.61311,-11.0051,-37.31567,-619.19764,-37.31567,0.22,3.65057,0.22,11.41258,189.3747,11.41258,-1.054,-1.054,-1.054,-1.902,-1.902,-1.902,-2.539,-2.539,-2.539,11.245,186.595,11.245,11.522,191.19,11.522,11.799,195.786,11.799,120.0,120.0,120.0,96.72131,96.72131,96.72131,-162.34652,-162.34652,-162.34652,76.17188,76.17188,76.17188,-0.5748,-9.53794,-0.5748,-0.6682,-11.08778,-0.6682,21.17956,21.17956,21.17956,18.70342,18.70342,18.70342,21.26984,21.26984,21.26984,13.33333,13.33333,13.33333,0.0,1.0,-0.4635,-7.69109,-0.4635,-0.52258,-8.67149,-0.52258,11.4178,11.56068,11.67681,11.72223,11.33762,12.11704,12.27829,189.46133,191.83166,191.02617,194.50268,188.13076,200.82,203.04969,11.4178,11.56065,11.51211,11.72162,11.33762,12.10233,12.2367,-0.24611,-0.24611,-0.24611,-0.23808,-0.23808,-0.23808,11.4447,189.90757,11.4447,12.01154,199.18348,12.0037,5.45727,5.45727,5.45727,30.37888,30.37888,30.37888,22.07167,22.07167,22.07167,11.1355,184.7765,11.13547,11.5695,191.97808,11.56947,12.0035,199.17966,12.00347,0.0,1.0,11.452,11.522,11.72656,11.633,11.36,12.277,12.72156,190.02876,191.19031,191.2768,193.03219,188.50216,203.7184,211.09513,11.452,11.522,11.52721,11.633,11.36,12.277,12.72156,0.021,0.349,0.021,-0.223,-3.693,-0.223,-0.212,-3.518,-0.212,23.12306,23.12306,23.12306,23.01543,23.01543,23.01543,34.84327,36.61715,34.84327,-0.3,-4.97805,-0.3,-0.17667,-2.93152,-0.17667,31152.12485,33459.06849,33459.06849,50.0,50.0,50.0,54.167,54.167,54.167,-2.59516,-2.59516,-2.59516,-1.527,-1.527,-1.527,35.016,37.942,30.128,35.019,38.012,30.128,35.019,38.012,30.128,11.14,184.85159,11.14,11.53,191.32306,11.53,11.92,197.79452,11.92,-0.24044,-0.24043,-0.24043,-0.34876,-0.34873,-0.34873,90.45301,90.45301,90.45301,81.25,81.25,81.25,78.571,78.571,78.571,11.59077,192.33144,11.59077,11.13623,184.78903,11.13623,12.84395,212.92371,12.83175,11.16344,185.06454,11.15283
8,600000.SH,20251204,11.33,188.00436,11.33,11.33,188.00436,11.33,11.15,185.01753,11.15,11.25,186.67688,11.25,11.3,-0.05,-0.4425,450668.5,506206.46,0.1353,0.3624,0.63,8.2792,7.6698,0.5165,2.1944,2.1635,2.5146,3.312,3330583.83,3330583.83,1243640.0717,37469068.0875,37469068.0875,16.5935,-17.46424,-289.79288,-17.46424,-41.15973,-682.98394,-41.15973,0.219,3.63398,0.219,11.45517,190.08131,11.45517,-1.661,-1.661,-1.661,-2.202,-2.202,-2.202,-2.678,-2.678,-2.678,11.284,187.248,11.284,11.544,191.555,11.544,11.804,195.863,11.804,114.7482,114.7482,114.7482,92.65176,92.65176,92.65176,-210.0,-210.0,-210.0,76.07843,76.07843,76.07843,-0.5786,-9.601,-0.5786,-0.69572,-11.54443,-0.69572,17.71664,17.71664,17.71664,16.84518,16.84518,16.84518,28.13456,28.13456,28.13456,12.84404,12.84404,12.84404,3.0,0.0,-0.5465,-9.06835,-0.5465,-0.53808,-8.92869,-0.53808,11.45287,11.59233,11.68016,11.75411,11.37643,12.1461,12.30117,190.04322,192.3568,191.05977,195.03095,188.77474,201.2938,203.41389,11.45287,11.5923,11.51413,11.75345,11.37643,12.13088,12.25865,-0.41147,-0.41147,-0.41147,-0.21581,-0.21581,-0.21581,11.47828,190.4648,11.47828,12.04222,199.68718,12.03406,2.13257,2.13257,2.13257,34.53248,34.53248,34.53248,23.73251,23.73251,23.73251,11.15818,185.15287,11.15816,11.60418,192.55357,11.60416,12.05018,199.95427,12.05016,144.0,0.0,11.478,11.544,11.71876,11.69033,11.404,12.31883,12.74156,190.46019,191.55536,191.12918,193.98355,189.23227,204.41256,211.427,11.478,11.544,11.51832,11.69033,11.404,12.31883,12.74156,0.03,0.497,0.03,-0.226,-3.736,-0.225,-0.21,-3.488,-0.21,23.10279,23.10279,23.10279,22.90623,22.90623,22.90623,33.46852,35.10189,33.46852,-0.2,-3.3187,-0.2,-0.135,-2.24012,-0.135,31095.35414,33402.29778,33402.29778,50.0,50.0,50.0,55.556,55.556,55.556,-1.74672,-1.74672,-1.74672,-1.16589,-1.16589,-1.16589,34.5,37.74,28.75,34.502,37.81,28.75,34.502,37.81,28.75,11.15,185.01753,11.15,11.535,191.40602,11.535,11.92,197.79452,11.92,-0.24199,-0.24198,-0.24198,-0.356,-0.35596,-0.35596,78.68145,78.68145,78.68145,84.127,84.127,84.127,84.127,84.127,84.127,11.64891,193.29619,11.64891,11.19209,185.71595,11.19209,12.86356,213.24399,12.85106,11.18047,185.34291,11.16961
